ORD-000001,2026/01/02,CUST-1001,皮革钱包,2,144.27,CN
ORD-000002,2026/01/03,CUST-1002,无线耳机Pro,3,39.86,CN
ORD-000003,2026/01/04,CUST-1003,蓝牙音箱Mini,1,137.25,CN
ORD-000004,2026/01/05,CUST-1004,蓝牙音箱Mini,2,193.65,CN
ORD-000005,2026/01/06,CUST-1005,降噪耳机,1,157.49,CN
ORD-000006,2026/01/07,CUST-1006,跑鞋精英版,2,183.52,CN
ORD-000007,2026/01/08,CUST-1007,无线充电器,2,150.86,CN
ORD-000008,2026/01/09,CUST-1008,无线充电器,1,76.26,CN
ORD-000009,2026/01/10,CUST-1009,不锈钢保温杯,1,35.98,CN
ORD-000010,2026/01/11,CUST-1010,跑鞋精英版,2,130.95,CN
ORD-000011,2026/01/12,CUST-1011,智能手表5代,3,46.32,CN
ORD-000012,2026/01/13,CUST-1012,降噪耳机,1,38.28,CN
ORD-000013,2026/01/14,CUST-1013,不锈钢保温杯,1,40.43,CN
ORD-000014,2026/01/15,CUST-1014,无线充电器,1,93.02,CN
ORD-000015,2026/01/16,CUST-1015,不锈钢保温杯,2,192.31,CN
ORD-000016,2026/01/17,CUST-1016,有机棉T恤,1,176.09,CN
ORD-000017,2026/01/18,CUST-1017,瑜伽垫高级,1,31.34,CN
ORD-000018,2026/01/19,CUST-1018,降噪耳机,1,183.6,CN
ORD-000019,2026/01/20,CUST-1019,蓝牙音箱Mini,1,146.48,CN
ORD-000020,2026/01/21,CUST-1020,跑鞋精英版,2,32.44,CN
ORD-000021,2026/01/22,CUST-1021,无线耳机Pro,3,196.23,CN
ORD-000022,2026/01/23,CUST-1022,无线耳机Pro,2,195.12,CN
ORD-000023,2026/01/24,CUST-1023,瑜伽垫高级,3,153.2,CN
ORD-000024,2026/01/25,CUST-1024,无线耳机Pro,1,171.24,CN
ORD-000025,2026/01/26,CUST-1025,蓝牙音箱Mini,3,180.65,CN
ORD-000026,2026/01/27,CUST-1026,跑鞋精英版,1,47.8,CN
ORD-000027,2026/01/28,CUST-1027,蓝牙音箱Mini,2,163.11,CN
ORD-000028,2026/01/29,CUST-1028,不锈钢保温杯,3,109.95,CN
ORD-000029,2026/01/30,CUST-1029,无线耳机Pro,2,194.8,CN
ORD-000030,2026/01/31,CUST-1030,皮革钱包,1,127.85,CN
ORD-000031,2026/02/01,CUST-1031,无线耳机Pro,3,127.04,CN
ORD-000032,2026/02/02,CUST-1032,智能手表5代,2,197.2,CN
ORD-000033,2026/02/03,CUST-1033,智能手表5代,2,60.23,CN
ORD-000034,2026/02/04,CUST-1034,无线耳机Pro,2,185.82,CN
ORD-000035,2026/02/05,CUST-1035,跑鞋精英版,1,152.52,CN
ORD-000036,2026/02/06,CUST-1036,无线充电器,2,112.73,CN
ORD-000037,2026/02/07,CUST-1037,有机棉T恤,1,108.0,CN
ORD-000038,2026/02/08,CUST-1038,瑜伽垫高级,3,30.32,CN
ORD-000039,2026/02/09,CUST-1039,智能手表5代,2,96.86,CN
ORD-000040,2026/02/10,CUST-1040,有机棉T恤,2,194.74,CN
ORD-000041,2026/02/11,CUST-1041,不锈钢保温杯,2,178.91,CN
ORD-000042,2026/02/12,CUST-1042,瑜伽垫高级,1,181.47,CN
ORD-000043,2026/02/13,CUST-1043,降噪耳机,3,33.68,CN
ORD-000044,2026/02/14,CUST-1044,无线充电器,1,35.97,CN
ORD-000045,2026/02/15,CUST-1045,有机棉T恤,1,123.82,CN
