ORD-000001,2026/06/16,CUST-1001,Air Purifier Small,3,83.56,US
ORD-000002,2026/06/17,CUST-1002,Wireless Headphones Pro,1,60.03,US
ORD-000003,2026/06/18,CUST-1003,Portable Power Bank,1,30.04,US
ORD-000004,2026/06/19,CUST-1004,Noise Cancelling Earbuds,1,30.57,US
ORD-000005,2026/06/20,CUST-1005,External SSD 1TB,1,80.08,US
ORD-000006,2026/06/21,CUST-1006,Noise Cancelling Earbuds,1,68.59,US
ORD-000007,2026/06/22,CUST-1007,LED Desk Lamp,2,61.98,US
ORD-000008,2026/06/23,CUST-1008,Mechanical Keyboard RGB,1,78.7,US
ORD-000009,2026/06/24,CUST-1009,Noise Cancelling Earbuds,2,40.51,US
ORD-000010,2026/06/25,CUST-1010,Stainless Steel Water Bottle,1,54.18,US
ORD-000011,2026/06/26,CUST-1011,Noise Cancelling Earbuds,3,49.0,US
ORD-000012,2026/06/27,CUST-1012,Smart Watch Series 5,3,59.28,US
