ORD-000001,2026/01/02,CUST-1001,Item # hash,2,66.77,US
ORD-000002,2026/01/03,CUST-1002,Product = equal,2,46.89,US
ORD-000003,2026/01/04,CUST-1003,Product @ at,1,33.28,US
ORD-000004,2026/01/05,CUST-1004,Item & amp,1,54.49,US
ORD-000005,2026/01/06,CUST-1005,Product = equal,2,23.65,US
ORD-000006,2026/01/07,CUST-1006,Product @ at,2,31.59,US
ORD-000007,2026/01/08,CUST-1007,Product % percent,1,67.25,US
ORD-000008,2026/01/09,CUST-1008,Product % percent,2,28.73,US
ORD-000009,2026/01/10,CUST-1009,Product | pipe,2,59.72,US
ORD-000010,2026/01/11,CUST-1010,Item $ dollar,1,55.36,US
ORD-000011,2026/01/12,CUST-1011,Product % percent,2,65.31,US
ORD-000012,2026/01/13,CUST-1012,Item $ dollar,1,56.15,US
ORD-000013,2026/01/14,CUST-1013,Item & amp,2,40.09,US
ORD-000014,2026/01/15,CUST-1014,Item # hash,1,52.19,US
ORD-000015,2026/01/16,CUST-1015,Product % percent,2,41.27,US
ORD-000016,2026/01/17,CUST-1016,Product | pipe,1,51.45,US
ORD-000017,2026/01/18,CUST-1017,Product @ at,1,45.35,US
ORD-000018,2026/01/19,CUST-1018,Item # hash,2,26.35,US
ORD-000019,2026/01/20,CUST-1019,Product = equal,2,40.2,US
ORD-000020,2026/01/21,CUST-1020,Item # hash,2,36.68,US
ORD-000021,2026/01/22,CUST-1021,Product @ at,2,45.26,US
ORD-000022,2026/01/23,CUST-1022,Product % percent,2,68.71,US
ORD-000023,2026/01/24,CUST-1023,Product @ at,2,56.99,US
ORD-000024,2026/01/25,CUST-1024,Item # hash,2,56.66,US
ORD-000025,2026/01/26,CUST-1025,Item $ dollar,2,46.68,US
ORD-000026,2026/01/27,CUST-1026,Product @ at,1,47.07,US
ORD-000027,2026/01/28,CUST-1027,Product | pipe,1,23.46,US
ORD-000028,2026/01/29,CUST-1028,Product | pipe,1,69.49,US
ORD-000029,2026/01/30,CUST-1029,Item & amp,1,61.62,US
ORD-000030,2026/01/31,CUST-1030,Item $ dollar,1,23.05,US
ORD-000031,2026/02/01,CUST-1031,Item # hash,1,31.99,US
ORD-000032,2026/02/02,CUST-1032,Product % percent,2,42.92,US
ORD-000033,2026/02/03,CUST-1033,Product = equal,1,54.87,US
ORD-000034,2026/02/04,CUST-1034,Item & amp,1,58.36,US
ORD-000035,2026/02/05,CUST-1035,Product | pipe,2,34.02,US
ORD-000036,2026/02/06,CUST-1036,Item # hash,2,32.71,US
