ORD-000001,2026/01/02,CUST-1001,Mechanical Keyboard RGB,2,33.01,US
ORD-000002,2026/01/03,CUST-1002,Mechanical Keyboard RGB,3,81.65,US
ORD-000003,2026/01/04,CUST-1003,Mechanical Keyboard RGB,1,48.16,US
ORD-000004,2026/01/05,CUST-1004,Mechanical Keyboard RGB,2,24.62,US
ORD-000005,2026/01/06,CUST-1005,Mechanical Keyboard RGB,1,79.34,US
ORD-000006,2026/01/07,CUST-1006,Mechanical Keyboard RGB,2,85.84,US
ORD-000007,2026/01/08,CUST-1007,4K Webcam Pro,3,63.65,US
ORD-000008,2026/01/09,CUST-1008,Leather Wallet Classic,3,36.29,US
ORD-000009,2026/01/10,CUST-1009,4K Webcam Pro,2,62.8,US
ORD-000010,2026/01/11,CUST-1010,Ergonomic Office Chair,1,22.7,US
ORD-000011,2026/01/12,CUST-1011,Mechanical Keyboard RGB,2,36.34,US
ORD-000012,2026/01/13,CUST-1012,Mechanical Keyboard RGB,1,62.47,US
ORD-000013,2026/01/14,CUST-1013,Mechanical Keyboard RGB,2,52.63,US
ORD-000014,2026/01/15,CUST-1014,Mechanical Keyboard RGB,1,51.86,US
ORD-000015,2026/01/16,CUST-1015,Mechanical Keyboard RGB,1,31.12,US
ORD-000016,2026/01/17,CUST-1016,Running Shoes Elite,1,80.06,US
ORD-000017,2026/01/18,CUST-1017,Monitor Arm Dual,3,54.34,US
ORD-000018,2026/01/19,CUST-1018,Mechanical Keyboard RGB,2,27.72,US
ORD-000019,2026/01/20,CUST-1019,Mechanical Keyboard RGB,1,73.2,US
ORD-000020,2026/01/21,CUST-1020,Mechanical Keyboard RGB,3,54.42,US
ORD-000021,2026/01/22,CUST-1021,Mechanical Keyboard RGB,1,68.11,US
ORD-000022,2026/01/23,CUST-1022,Wireless Headphones Pro,1,79.56,US
ORD-000023,2026/01/24,CUST-1023,Mechanical Keyboard RGB,2,61.02,US
ORD-000024,2026/01/25,CUST-1024,Mechanical Keyboard RGB,1,21.24,US
ORD-000025,2026/01/26,CUST-1025,Mechanical Keyboard RGB,2,82.98,US
ORD-000026,2026/01/27,CUST-1026,Mechanical Keyboard RGB,1,81.68,US
ORD-000027,2026/01/28,CUST-1027,Mechanical Keyboard RGB,3,44.1,US
ORD-000028,2026/01/29,CUST-1028,4K Webcam Pro,2,70.21,US
ORD-000029,2026/01/30,CUST-1029,Yoga Mat Premium,2,75.03,US
ORD-000030,2026/01/31,CUST-1030,Mechanical Keyboard RGB,2,55.09,US
ORD-000031,2026/02/01,CUST-1031,Mechanical Keyboard RGB,1,49.3,US
ORD-000032,2026/02/02,CUST-1032,Mechanical Keyboard RGB,2,36.89,US
ORD-000033,2026/02/03,CUST-1033,Noise Cancelling Earbuds,3,79.93,US
ORD-000034,2026/02/04,CUST-1034,Monitor Arm Dual,3,59.48,US
ORD-000035,2026/02/05,CUST-1035,Mechanical Keyboard RGB,1,53.61,US
ORD-000036,2026/02/06,CUST-1036,Mechanical Keyboard RGB,2,65.18,US
ORD-000037,2026/02/07,CUST-1037,Mechanical Keyboard RGB,1,34.52,US
ORD-000038,2026/02/08,CUST-1038,Mechanical Keyboard RGB,2,77.72,US
ORD-000039,2026/02/09,CUST-1039,Mechanical Keyboard RGB,3,25.19,US
ORD-000040,2026/02/10,CUST-1040,Mechanical Keyboard RGB,3,81.24,US
ORD-000041,2026/02/11,CUST-1041,Smart Watch Series 5,1,61.91,US
ORD-000042,2026/02/12,CUST-1042,Mechanical Keyboard RGB,3,52.39,US
ORD-000043,2026/02/13,CUST-1043,Mechanical Keyboard RGB,2,47.87,US
ORD-000044,2026/02/14,CUST-1044,Mechanical Keyboard RGB,3,28.66,US
ORD-000045,2026/02/15,CUST-1045,Mechanical Keyboard RGB,1,83.23,US
ORD-000046,2026/02/16,CUST-1046,Mechanical Keyboard RGB,3,73.28,US
