ORD-000001,2026/06/16,CUST-1001,Mechanical Keyboard RGB,1,83.86,US
ORD-000002,2026/06/17,CUST-1002,Standing Desk Converter,1,46.49,US
ORD-000003,2026/06/18,CUST-1003,Stainless Steel Water Bottle,2,61.2,US
ORD-000004,2026/06/19,CUST-1004,4K Webcam Pro,1,25.02,US
ORD-000005,2026/06/20,CUST-1005,Organic Cotton T-Shirt,3,46.48,US
ORD-000006,2026/06/21,CUST-1006,Running Shoes Elite,2,75.2,US
ORD-000007,2026/06/22,CUST-1007,Yoga Mat Premium,2,62.16,US
ORD-000008,2026/06/23,CUST-1008,Mechanical Keyboard RGB,2,82.46,US
ORD-000009,2026/06/24,CUST-1009,Bluetooth Speaker Mini,2,35.87,US
ORD-000010,2026/06/25,CUST-1010,Wireless Headphones Pro,1,79.14,US
ORD-000011,2026/06/26,CUST-1011,Yoga Mat Premium,1,41.16,US
ORD-000012,2026/06/27,CUST-1012,Wireless Mouse Silent,2,79.86,US
ORD-000013,2026/06/28,CUST-1013,Mechanical Keyboard RGB,3,82.7,US
ORD-000014,2026/06/29,CUST-1014,Organic Cotton T-Shirt,1,21.45,US
