ORD-000001,2026/01/02,CUST-1001,Wireless Charger Pad,1,30.71,US
ORD-000002,2026/01/03,CUST-1002,Ergonomic Office Chair,2,38.44,US
ORD-000003,2026/01/04,CUST-1003,Portable Power Bank,2,28.29,US
ORD-000004,2026/01/05,CUST-1004,Wireless Mouse Silent,1,13.04,US
ORD-000005,2026/01/06,CUST-1005,Portable Power Bank,1,22.26,US
ORD-000006,2026/01/07,CUST-1006,Standing Desk Converter,1,26.74,US
ORD-000007,2026/01/08,CUST-1007,Monitor Arm Dual,2,13.93,US
ORD-000008,2026/01/09,CUST-1008,Running Shoes Elite,1,30.96,US
ORD-000009,2026/01/10,CUST-1009,Wireless Charger Pad,1,29.3,US
ORD-000010,2026/01/11,CUST-1010,LED Desk Lamp,2,15.45,US
ORD-000011,2026/01/12,CUST-1011,Wireless Mouse Silent,2,26.97,US
